customer_id,customer_name,city,segment,signup_channel,signup_date,email,phone,has_email,has_phone
C0145,HANNAH RAMOS,Chandigarh,VIP,Paid Ads,2024-06-16,hannah.ramos@example.com,233.584.8421x9933,True,True
C0146,Amy Gutierrez,Pune,New,Referral,2025-10-19,amy.gutierrez@example.com,620-782-6773,True,True
C0147,Anthony Mack,Pune,VIP,Paid Ads,2025-08-11,anthony.mack@example.com,480.626.2067,True,True
C0148,Alexandra Bradley,Bangalore,New,Organic,2024-01-09,alexandra.bradley@example.com,,True,False
C0149,Mrs. Virginia Daniels,Mumbai,Returning,Organic,2025-02-24,mrs..virginia.daniels@example.com,(687)443-1527,True,True
C0150,GEORGE PHILLIPS,Mumbai,New,Paid Ads,2025-09-04,,329.466.8516,False,True
C0151,Mrs. Taylor Smith,Hyderabad,New,Referral,2024-10-29,mrs..taylor.smith@example.com,945.649.9045x301,True,True
C0152,Michael Leblanc,Pune,Returning,Email,2026-04-19,michael.leblanc@example.com,,True,False
C0153,Melissa Fowler,Hyderabad,New,Paid Ads,2026-06-14,melissa.fowler@example.com,(993)532-7279x568,True,True
C0154,Melanie Larson,Delhi,New,Social Media,2026-01-02,melanie.larson@example.com,478.751.9108x83982,True,True
C0155,JESSICA FRAZIER,Chandigarh,New,Referral,2025-10-19,jessica.frazier@example.com,918.670.7286x7908,True,True
C0156,Jennifer Velasquez,Bangalore,VIP,Paid Ads,2025-11-19,,,False,False
C0157,Amber Cooper,Mumbai,New,Organic,2023-11-23,amber.cooper@example.com,7178046226,True,True
C0158,Thomas Bennett,Bangalore,New,Social Media,2023-12-11,thomas.bennett@example.com,+1-982-851-2868x23004,True,True
C0159,Samantha Wright,Delhi,New,Social Media,2024-09-19,samantha.wright@example.com,231-906-9033x119,True,True
C0160,MICHELE WILLIAMS,Mumbai,Returning,Paid Ads,2025-11-13,michele.williams@example.com,,True,False
C0161,David Robinson,Delhi,New,Paid Ads,2026-03-24,david.robinson@example.com,7285439599,True,True
C0162,Charles Keller,Bangalore,Returning,Referral,2024-05-09,,740-889-2687x0568,False,True
C0163,Elijah White,Chandigarh,Returning,Referral,2025-04-11,elijah.white@example.com,434.827.0866,True,True
C0164,Dalton Lucas,Hyderabad,VIP,Social Media,2026-05-26,dalton.lucas@example.com,,True,False
C0165,ANNA HARDY,Hyderabad,VIP,Referral,2024-04-06,anna.hardy@example.com,769-690-1398x373,True,True
C0166,Alexis Giles,Chandigarh,New,Referral,2026-07-07,alexis.giles@example.com,673-893-6385,True,True
C0167,Matthew Parker,Delhi,VIP,Referral,2024-10-04,matthew.parker@example.com,271.675.3556x0932,True,True
C0168,Lauren Cortez,Chandigarh,New,Email,2024-07-27,,,False,False
C0169,David Hudson,Bangalore,Returning,Referral,2024-06-04,david.hudson@example.com,+1-454-977-7252,True,True
C0170,STEVE MOONEY,Bangalore,VIP,Email,2026-07-02,steve.mooney@example.com,701.200.6231x20387,True,True
C0171,Mary Jensen,Chandigarh,Returning,Email,2025-02-12,mary.jensen@example.com,800.488.6008x4840,True,True
C0172,Brent Hernandez,Delhi,Returning,Organic,2024-04-08,brent.hernandez@example.com,,True,False
C0173,Robin Adams,Hyderabad,Returning,Organic,2024-11-12,robin.adams@example.com,(867)993-3410x166,True,True
C0174,Adam Jackson,Pune,VIP,Paid Ads,2025-03-02,,(259)418-0339x74014,False,True
C0175,EMILY ALI,Mumbai,Returning,Organic,2025-06-03,emily.ali@example.com,001-761-242-9396x85621,True,True
C0176,David Jones,Hyderabad,Returning,Email,2025-06-22,david.jones@example.com,,True,False
C0177,Linda Novak,Mumbai,VIP,Organic,2024-08-29,linda.novak@example.com,+1-647-573-5866x2961,True,True
C0178,Angela Moore,Hyderabad,Returning,Email,2025-10-13,angela.moore@example.com,+1-426-355-1104x7541,True,True
C0179,Jerry Peters,Mumbai,VIP,Social Media,2024-11-24,jerry.peters@example.com,2156819956,True,True
C0180,RICHARD HARDY,Mumbai,Returning,Referral,2025-05-04,,,False,False
C0181,Dana Meyer DDS,Pune,New,Paid Ads,2024-03-15,dana.meyer.dds@example.com,344-772-1264x647,True,True
C0182,David Weber,Bangalore,VIP,Social Media,2025-06-10,david.weber@example.com,871.724.0659,True,True
C0183,Jeffrey Colon,Hyderabad,VIP,Paid Ads,2025-08-10,jeffrey.colon@example.com,+1-924-559-3752x654,True,True
C0184,Douglas Hartman,Pune,VIP,Referral,2024-10-09,douglas.hartman@example.com,,True,False
C0185,CHRISTINA OSBORN,Bangalore,VIP,Organic,2024-03-26,christina.osborn@example.com,001-480-873-7416x72434,True,True
C0186,Angela Ewing,Mumbai,Returning,Paid Ads,2025-02-08,,(488)268-0589x1135,False,True
C0187,Maria Lucas,Bangalore,VIP,Email,2026-07-12,maria.lucas@example.com,761-801-4388x89937,True,True
C0188,Michael Vaughn,Hyderabad,Returning,Social Media,2024-02-24,michael.vaughn@example.com,,True,False
C0189,Mrs. Elizabeth Knapp MD,Bangalore,Returning,Paid Ads,2026-02-18,mrs..elizabeth.knapp.md@example.com,001-925-745-7387x5717,True,True
C0190,ANDREW PAGE,Pune,Returning,Paid Ads,2023-10-11,andrew.page@example.com,412-438-2825x86736,True,True
C0191,Jessica Johnson,Hyderabad,New,Referral,2025-07-02,jessica.johnson@example.com,379.366.0334,True,True
C0192,Kimberly Diaz,Pune,VIP,Email,2024-04-13,,,False,False
C0193,Michael Burns,Mumbai,New,Paid Ads,2026-07-11,michael.burns@example.com,396-496-9155x79249,True,True
C0194,David Wilson,Hyderabad,Returning,Paid Ads,2024-10-18,david.wilson@example.com,(486)969-2966,True,True
C0195,MELISSA BREWER,Delhi,New,Organic,2026-08-16,melissa.brewer@example.com,+1-227-742-2579,True,True
C0196,Kari Lee,Chandigarh,New,Social Media,2024-10-29,kari.lee@example.com,,True,False
C0197,Marissa Ortiz,Pune,New,Social Media,2025-02-21,marissa.ortiz@example.com,001-677-421-9034x043,True,True
C0198,Krystal Barton,Bangalore,VIP,Email,2025-02-25,,519.614.8580x78361,False,True
C0199,Amanda Baker,Delhi,VIP,Social Media,2026-03-23,amanda.baker@example.com,471-433-9596,True,True
C0200,ROBIN TRUJILLO,Bangalore,Returning,Paid Ads,2025-05-16,robin.trujillo@example.com,,True,False
C0201,Linda Jackson,Delhi,VIP,Organic,2026-07-25,linda.jackson@example.com,449-748-1260x4223,True,True
C0202,Pam Lowe,Chandigarh,Returning,Paid Ads,2025-02-19,pam.lowe@example.com,001-646-767-1168,True,True
C0203,John Perkins,Delhi,VIP,Email,2026-03-30,john.perkins@example.com,001-617-751-8636x3745,True,True
C0204,Bianca Phelps,Bangalore,New,Email,2026-01-03,,,False,False
C0205,PAMELA WILLIAMS,Delhi,New,Social Media,2025-07-14,pamela.williams@example.com,601.327.7063x242,True,True
C0206,Danielle Watson,Delhi,Returning,Email,2026-05-06,danielle.watson@example.com,(506)943-6110,True,True
C0207,Kevin Stone,Pune,VIP,Referral,2025-01-02,kevin.stone@example.com,3513627136,True,True
C0208,Jacob Evans,Bangalore,VIP,Email,2024-10-28,jacob.evans@example.com,,True,False
C0209,Shelly May,Bangalore,VIP,Social Media,2025-09-07,shelly.may@example.com,489-809-2753,True,True
C0210,JESSICA ROBINSON,Delhi,VIP,Social Media,2026-04-28,,(619)365-6523,False,True
C0211,Kyle Griffith,Bangalore,Returning,Paid Ads,2024-07-16,kyle.griffith@example.com,001-904-838-9836x403,True,True
C0212,Jonathan Wheeler,Hyderabad,Returning,Email,2025-04-01,jonathan.wheeler@example.com,,True,False
C0213,Victoria Peck,Bangalore,VIP,Paid Ads,2024-02-04,victoria.peck@example.com,001-365-282-7109,True,True
C0214,Andrew Brown,Mumbai,Returning,Organic,2026-01-04,andrew.brown@example.com,348.566.6188x92414,True,True
C0215,BRITTNEY MURPHY,Hyderabad,Returning,Paid Ads,2025-06-02,brittney.murphy@example.com,001-614-463-0316x17990,True,True
C0216,Michael Miles,Mumbai,Returning,Referral,2024-03-09,,,False,False
C0217,Kelly Logan,Pune,New,Paid Ads,2025-10-23,kelly.logan@example.com,(352)641-0564,True,True
C0218,Laura Jones,Delhi,New,Social Media,2025-01-13,laura.jones@example.com,(207)292-5241x913,True,True
C0219,Alexandria Williams,Hyderabad,New,Paid Ads,2024-10-08,alexandria.williams@example.com,(720)686-3536,True,True
C0220,LAURA WILSON,Chandigarh,Returning,Social Media,2025-09-03,laura.wilson@example.com,,True,False
C0221,Daniel Black,Mumbai,VIP,Social Media,2023-11-04,daniel.black@example.com,(617)544-5187x0534,True,True
C0222,Kevin Snyder,Bangalore,New,Paid Ads,2025-12-17,,783.220.6038,False,True
C0223,April Sandoval,Bangalore,Returning,Email,2026-03-09,april.sandoval@example.com,001-541-838-3670x2410,True,True
C0224,Jacqueline Villegas,Hyderabad,New,Email,2023-12-16,jacqueline.villegas@example.com,,True,False
C0225,CASEY WILKINS,Bangalore,Returning,Organic,2023-12-05,casey.wilkins@example.com,001-706-723-4456,True,True
C0226,David Harding,Mumbai,Returning,Social Media,2024-02-08,david.harding@example.com,001-991-621-2775x61853,True,True
C0227,Samuel Davis,Bangalore,VIP,Email,2026-01-24,samuel.davis@example.com,690-435-2135x6804,True,True
C0228,Jared Chavez,Pune,New,Social Media,2025-11-21,,,False,False
C0229,Joel Lara,Delhi,Returning,Social Media,2024-02-12,joel.lara@example.com,6033236519,True,True
C0230,AUSTIN ORR,Bangalore,New,Social Media,2025-01-01,austin.orr@example.com,(815)810-7029,True,True
C0231,James Simmons MD,Mumbai,VIP,Social Media,2026-05-11,james.simmons.md@example.com,947-220-9993x476,True,True
C0232,James Barnes,Hyderabad,New,Social Media,2025-08-01,james.barnes@example.com,,True,False
C0233,Danielle Mcknight,Delhi,VIP,Email,2025-04-17,danielle.mcknight@example.com,7658787598,True,True
C0234,Alexander Harper,Chandigarh,Returning,Email,2023-10-18,,001-240-578-5932x13348,False,True
C0235,VICKIE PRICE,Pune,VIP,Organic,2026-06-08,vickie.price@example.com,(423)595-5905,True,True
C0236,Rita Waller,Chandigarh,VIP,Social Media,2025-04-16,rita.waller@example.com,,True,False
C0237,Andrew Brown,Delhi,Returning,Paid Ads,2025-06-18,andrew.brown@example.com,4877059325,True,True
C0238,Charles Bush,Chandigarh,Returning,Social Media,2024-02-14,charles.bush@example.com,685-715-6915,True,True
C0239,Christopher Fry,Mumbai,New,Social Media,2026-01-07,christopher.fry@example.com,452.289.5392x6442,True,True
C0240,TIFFANY MYERS,Mumbai,Returning,Social Media,2026-08-10,,,False,False
C0241,Amanda Guzman,Mumbai,Returning,Referral,2026-05-24,amanda.guzman@example.com,+1-339-717-2513x552,True,True
C0242,Derek Wright,Chandigarh,Returning,Organic,2023-11-28,derek.wright@example.com,810-306-7626x765,True,True
C0243,Rachel Lane,Hyderabad,VIP,Organic,2025-12-02,rachel.lane@example.com,327.310.4054,True,True
C0244,Stephen Martin,Mumbai,New,Organic,2023-12-05,stephen.martin@example.com,,True,False
C0245,VANESSA MORGAN,Hyderabad,New,Organic,2026-08-01,vanessa.morgan@example.com,606.629.6201x5336,True,True
C0246,Brendan Long,Delhi,New,Organic,2025-04-24,,520.450.6149x7310,False,True
C0247,Vanessa Wells,Pune,New,Paid Ads,2024-01-18,vanessa.wells@example.com,(277)641-8625x6527,True,True
C0248,Dennis Hood,Delhi,Returning,Organic,2025-05-09,dennis.hood@example.com,,True,False
C0249,Michael Davis,Pune,New,Social Media,2025-08-28,michael.davis@example.com,+1-969-538-0686,True,True
C0250,BLAKE ORR,Hyderabad,Returning,Referral,2025-10-16,blake.orr@example.com,898.399.2172x23320,True,True
C0251,Jessica Osborn DDS,Delhi,VIP,Email,2026-02-21,jessica.osborn.dds@example.com,251-816-8685x487,True,True
C0252,Chase Knight,Hyderabad,VIP,Organic,2025-05-29,,,False,False
C0253,Ariel Garcia,Delhi,Returning,Organic,2025-12-25,ariel.garcia@example.com,885-464-6799x7024,True,True
C0254,Melanie Morales,Pune,New,Referral,2024-11-11,melanie.morales@example.com,430-674-5054x44713,True,True
